_id,workerId,taskID,forecast,treatment,timestamp
68P8AkF485WT4B7Ct,5c5e35999c6195effe26a1f473f85e2bde218d6e7d78209a7cf5d8532e621d4b,18,0.87,4,1538969314630
8di2yv6tyDcQNfdb6,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,7,0.34,3,1538969371288
Mmku98MTQQJ8cAKRy,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,8,0.35,3,1538969371289
hG9Tkvr9G62x4iNpp,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,9,0.32,3,1538969371291
wntZKDwnrZw9Hq37q,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,10,0.17,3,1538969371292
nQuL7swDZDGcfqBgo,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,11,0.51,3,1538969371293
5WRKfMAMJijMdc2QB,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,12,0.37,3,1538969371293
f6TNwp9r9FuYXWZiD,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,13,0.72,2,1538969367015
EQxD8iNRP8i2pQts9,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,14,0.73,2,1538969367016
daay3EYbreG68K8Pt,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,15,0.8,2,1538969367016
6Z6Ly4psMeFiJQ6J8,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,16,0.2,2,1538969367016
LuyfSB8ZrsQk89wFx,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,17,0.38,2,1538969367016
q2ahW3iQHPweGEZvp,bcb8b5dc73dfe5730fd972f4aeaf89ad90a8a70f73ec27c80e47891bb889f16f,18,0.22,2,1538969367016
njdtCe6BRTKCcnhAN,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,13,0.66,3,1538969426217
FGQmXzEmpaXWxtDfh,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,14,0.47,3,1538969426218
ZkM6urtqhZgNKmo98,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,15,0.68,3,1538969426219
fThu8XutXDJRmNgCm,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,16,0.48,3,1538969426219
WCYe6qsaRLNeckZnQ,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,17,0.7,3,1538969426221
jGWL6sMd48kkGaG9y,9fb6773cd66c227f4357dd25dac9fe00c601518d7aedbdf1a8495c4a984d8c0f,18,0.62,3,1538969426222
3XdnTthqt2Rpn4LMN,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,1,0.5,2,1538969526354
hhtMiHfzkn2Wjqtq2,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,2,0.5,2,1538969526355
WwuvDBxpQcwQuJPcJ,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,3,0.5,2,1538969526356
YuRvFjpp82GstYKiq,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,4,0.5,2,1538969526357
FasCAZ3LmDbh5964B,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,5,0.8,2,1538969526358
a6qko95wSLQR7LALq,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,6,0.5,2,1538969526359
vtoYftRq8yFRazJBz,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,7,1,2,1538969568138
ZWLZDqWXrRCP87t3K,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,8,1,2,1538969568139
CQ6j9KYnvAWoQBJfq,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,9,1,2,1538969568139
6YBvAHje4CvEREapv,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,10,0.1,2,1538969568140
6LJLjSAaKHDQLRPbA,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,11,0.62,2,1538969568141
c4NyNEBdFSWHLXBHQ,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,12,0.22,2,1538969568141
NvDKSxekrdM4CfKfq,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,13,0.76,2,1538969591537
vNwmgXN6ZAwpweitd,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,14,0.81,2,1538969591537
FcrnFeD4gP8JegF9b,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,15,0.34,2,1538969591539
fT7kDZmqegK7qdJKf,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,16,0.34,2,1538969591540
9Eo6N9ThSMcRudhxg,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,17,0.65,2,1538969591540
Y26dNAfc36iiv53sT,b9bfd551ed6893de287046aaa8071a5432881bda72d6ae6185f3c816a09c73a7,18,0.16,2,1538969591541
AhLWaPQdzvGvAAimu,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,1,0.79,2,1538969740069
Sf3Q7gZEpa3owCnKW,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,2,0.81,2,1538969740069
XmHH7bvQo2dhYB8qt,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,3,0.88,2,1538969740070
ngQvHFmm3ktz3GfZp,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,4,0.18,2,1538969740070
vpuqZb3bZoMfRocJ2,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,5,0.87,2,1538969740071
zwSTG8grg8kWtnB26,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,6,0.94,2,1538969740071
ououyvRrj77j6itFF,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,7,0.89,2,1538969747917
YYS3LY3Zp9PCYbADS,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,8,0.17,2,1538969747917
CwTiLDy9icLTbbeiR,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,9,0.08,2,1538969747917
AQ3dQDPJh9oRysSSW,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,10,0.11,2,1538969747918
4yxL6YA3o7D3p3qCW,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,11,0.85,2,1538969747918
oHi5EMYggDTmACoRy,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,12,0.91,2,1538969747918
Bo2Kxerm9nkcGC6hZ,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,13,0.23,2,1538969755253
zaqzDKQk6tdgjNzNX,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,14,0.77,2,1538969755253
maBmKWzhLhtH9C3D9,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,15,0.92,2,1538969755253
ZueEBcv65CHfpwTso,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,16,0.92,2,1538969755254
HxXko9ER7imLw6aEm,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,17,0.93,2,1538969755255
7BW2tRA9gx9Bc9npi,699b2eaf3bad9195143e3574cd26c145e0d6e4f153f6139de1666f8cd75d1277,18,0.17,2,1538969755255
WdBXF9BDPhC5DBFJQ,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,1,0.51,2,1538970512283
pyijRDKjKLy64Weku,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,2,0.73,2,1538970512285
JoyioJXRnox2CXYBp,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,3,0.19,2,1538970512287
7LAcWdsEM6iXNvoTN,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,4,0.88,2,1538970512288
jixHq8WBWH6QwRtxG,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,5,0.5,2,1538970512289
FRKgeRrG5Xy7Abc4T,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,6,0.47,2,1538970512290
F7dJ84aCf4uvXhYjg,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,7,0.28,2,1538970583971
uTHwYNmGNbJxaEvJe,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,8,0.21,2,1538970583971
vDbMNwtk7A3JoEjcp,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,9,0.31,2,1538970583972
tWRQeyRiMq6oAQ67a,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,10,0.83,2,1538970583973
EMFzjE2SAz9kmtrfn,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,11,0.75,2,1538970583974
CX7mvCsGh4qQ3YgPx,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,12,0.87,2,1538970583976
qkrDctQXEgToSydKS,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,13,0.08,2,1538970672130
MujvR2uG7iCYz6fbq,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,14,0.69,2,1538970672131
psY9qJgNcPefWdQok,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,15,0.72,2,1538970672131
fZydQR5jMuLyqaw2f,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,16,0.76,2,1538970672132
pBsQLsEis7X6FAAhb,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,17,0.23,2,1538970672132
e2iZSAaRiMQ3sGxAL,1b031989624c642dc477af6e42aef121a677df366f64da823156e435e75e2486,18,0.25,2,1538970672132
AYq8snkiRdRa6CLaM,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,1,0.94,3,1538970811290
LsBnmxG3YNGh9KSDx,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,2,0.13,3,1538970811291
c5aZGzuYvkoFvZo9K,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,3,0.83,3,1538970811291
hQZgjkCXnkYR4ABhp,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,4,0.39,3,1538970811292
Bz4YJgqvkGLX4w2QT,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,5,0.05,3,1538970811292
ZJgzcePefWu6ePqhP,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,6,0.89,3,1538970811293
QrHWD8xEgP3RBbkSX,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,7,0.84,3,1538970836247
KqsQXtJBGysnksG3F,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,8,0.8,3,1538970836248
vHGooCJWtMdQWEHCd,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,9,0.81,3,1538970836248
4LQ63T8P7mcfSLf4n,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,10,0.15,3,1538970836248
t7yH2Jp4TEJJHPCME,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,11,0.13,3,1538970836250
jH2tCjytpFpNHzSDd,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,12,0.07,3,1538970836250
DfRNXBhtAX84qyuC7,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,1,1,2,1538970914124
C8kbk2biADqb6mzLZ,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,2,1,2,1538970914125
CbsggoLTCHeixRmaH,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,3,1,2,1538970914126
yfqCLnmdBFSXYSn76,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,4,0,2,1538970914126
KTJZQpy9QSALmZHcK,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,5,1,2,1538970914126
hwFG3hd23vDZhSLnB,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,6,1,2,1538970914127
armJATAYkbFuNG5BA,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,7,1,2,1538970923842
YaRWTKuNNseSscZKx,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,8,1,2,1538970923843
WeR2XNQTbcQ6XvrtB,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,9,1,2,1538970923843
fTgPGKvGE57hnfQNJ,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,10,0,2,1538970923844
7Hwd4SXLkbZQvvrJx,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,11,1,2,1538970923844
kRRAx59figQ7vsCkJ,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,12,0,2,1538970923845
cMeRDCrhn2kxqejYo,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,13,0.06,3,1538970917885
NjLPQJkJ5vm2BHADk,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,14,0,3,1538970917885
cXcAQKsXhiYLNAef5,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,15,0.83,3,1538970917886
6ZkQ9uogcq7rwukrQ,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,16,0.93,3,1538970917886
MaqoSDnYAytqorYoS,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,17,0.09,3,1538970917887
A39smhNcyY8phLCwo,0e8fb853ea7e50d551ea229b1273e5c9a63be743987bfc53da42b4f165ef1e32,18,0.08,3,1538970917887
7863nMNMbZWBpxnQL,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,13,1,2,1538970935147
rp3Tw74Hz9Sjcq34L,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,14,1,2,1538970935147
k6gRjCRtMwRQ26D9g,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,15,0.14,2,1538970935148
yC7mCXChoXEJZeDHM,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,16,1,2,1538970935148
bJy5SDAaQWit7iTxu,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,17,1,2,1538970935148
JndsGXGifPwr3FB5R,206099abd44d621fc1cbc42ce381e61e8e2f5b6148abe538814a668d17cbcd99,18,1,2,1538970935149
YtMJ93ty5bah8pHX3,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,1,0.63,3,1538971099874
YqZg5fgcYnkAHYagg,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,2,1,3,1538971099888
HZ9iNftBkHx8HHbHF,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,3,0.05,3,1538971099920
rhvyewcEyoKxzPpjd,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,4,1,3,1538971099924
9rSX6uEGw7nrqvvwJ,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,5,0.14,3,1538971099926
KhAtcf4rNjGxfS5hE,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,6,1,3,1538971099929
GaM8X2RpnEEYAMKeX,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,1,0.77,4,1538971120919
CFuWZD8vtcRQc3qHY,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,2,0.63,4,1538971120920
qoTmebPL89fXBCYZJ,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,3,0.5,4,1538971120921
Sp8DNCWEiA42ZjMNZ,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,4,0.32,4,1538971120922
j3zNKE67yaXo7Kt2h,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,5,0.5,4,1538971120923
q4nbm2WNrgHHuYfAK,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,6,0.5,4,1538971120923
5gA8jrSqZYnnkLuCF,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,7,0.08,3,1538971137156
oYfzHTC2uciL2vzug,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,8,0.14,3,1538971137186
zbHFWtfqqFLC8QqSL,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,9,0.49,3,1538971137189
X45isoxYeHhtYB8ST,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,10,0.05,3,1538971137197
KLXF5aioyh9GeWhws,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,11,1,3,1538971137218
vofrPjbXk8ELX5Kak,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,12,0,3,1538971137222
EQnqkxqQRZARqgyWo,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,13,1,3,1538971155902
WbNKAgbxnZgeKNQMY,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,14,1,3,1538971155906
bueRPiqgrfgxrTGi9,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,15,1,3,1538971155910
BupmuFeSmWAbTzdZ3,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,16,0.74,3,1538971155915
KMmjTSGEQnhpr4pXZ,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,17,1,3,1538971155919
eDpkobGW9xg87Mfi3,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,7,0.72,4,1538971153813
YNCyuk2aZ37dfSbqD,2585baae58ba17fa5c3104e6622a3be4bcf73f0dc0cb9cce89b2b22fada53d8f,18,0.02,3,1538971155922
aYj9pL8JzLeAp5psx,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,8,0.5,4,1538971153814
G4EgxitGZG9He8tTB,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,9,0.64,4,1538971153815
oYtWhN6rDLrF6Bski,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,10,0.64,4,1538971153815
ukPC5PwofmDLMMkP8,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,11,0.3,4,1538971153816
t4P9gChk8aF3YoFzc,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,12,0.24,4,1538971153816
SXT4GgwEichXnMgwe,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,13,0.54,4,1538971176855
Wp8yBjT27WwEpdXpA,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,14,0.48,4,1538971176856
hdvzpXc2yc9WrGLY6,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,15,0.53,4,1538971176857
7dfGj7t3a823yjXHy,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,16,0.53,4,1538971176858
NFWcrhkqZjobm2Kgi,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,17,0.52,4,1538971176859
ksfHjebwdYZskThh8,aaf4d03092d08abf84f5d7ee3db07413185e93f65cf38cd731c8683721891d52,18,0.52,4,1538971176859
B479WyNgBdMhY7Tke,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,1,0.25,1,1538971247493
qb3oSbnnbHbm9AHo4,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,2,0.25,1,1538971247495
oEQmGjhGtEWZKTqup,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,3,0.1,1,1538971247496
B5fxAT4bhPTSBZ29Q,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,4,0.5,1,1538971247497
AooS45yiczm7HyC58,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,5,0.9,1,1538971247498
rc9z3jzXRbMYH8EsJ,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,6,0,1,1538971247498
dBJNKbXfBrKuc9nE2,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,7,0.88,1,1538971250368
qivGYqBB4fDdfvPW5,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,8,0.76,1,1538971250368
cT4QBbvo9nadoAigt,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,9,0.29,1,1538971250369
AyA2bwraPPPZ7tpNJ,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,10,0.31,1,1538971250369
SPsjaEFH4jYG4KZWJ,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,11,0.21,1,1538971250370
yjE7weNTXfxAhdYqn,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,12,0.17,1,1538971250372
ryjSBypoeLpp5y9QA,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,13,1,1,1538971252991
xZrvFKeJcZSLZ8RmK,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,14,0.93,1,1538971252992
otFomPwwAo9MBFpao,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,15,0.61,1,1538971252992
qmgcq6QbafWCtnchY,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,16,0.19,1,1538971252992
fu8tiWGKE5jidsFBR,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,17,0.6,1,1538971252993
ojEvs2AnRhweTKkvL,b755ea131ea57f91063fbcc6bb31099bb7f5c84167012c0cd004122e0dec9fc6,18,1,1,1538971252993
oynogJ8gWWy49Dwiu,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,1,0.69,4,1538971412906
kxF8CDXJptzb4P6J4,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,2,0.31,4,1538971412907
2apzPwNTAx7wY5GxT,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,3,0.61,4,1538971412907
S9bySwNFytauGFvZc,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,4,0.69,4,1538971412908
68iw27BjB7jPjEZAw,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,5,0.58,4,1538971412908
J4B4kkich6sB3A5gE,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,6,0.5,4,1538971412909
ugk4YgMi77JoshM7P,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,7,0.2,4,1538971431916
Mg8534dWbFTFGCGh5,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,8,0.55,4,1538971431916
sppJGn2tBztz4SaQ7,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,9,0.5,4,1538971431916
FY4NhTN26nwWnxYy2,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,10,0.5,4,1538971431916
nkGbQ2bgBNwXTuKux,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,11,0.5,4,1538971431916
kJ9F9Tfh57i5MWcwM,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,12,0.5,4,1538971431917
N26fRvC3XJFbBAEHv,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,13,0.7,4,1538971443303
CaYBTfCgnwDirvStT,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,14,0.5,4,1538971443305
KEr6CfyapkZ46y4wy,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,15,0.3,4,1538971443306
oE9pYeyfj4TqzSQPB,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,16,0.5,4,1538971443308
7zgGwj8tCEbGEhbuv,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,17,0.5,4,1538971443313
me6NpKQGNBf6KtXdS,e939f332cac5c3b6a929c47793d607acae5eea4747f51cbaced6e0f929108eac,18,0.5,4,1538971443314
2kAz3ER5iZaCDrtSP,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,1,0.61,2,1538971537417
Lt8H7qJZXdBnc24GD,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,2,0.46,2,1538971537417
MSwzvTJW8SKHH6fKJ,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,3,0.53,2,1538971537418
xYJCePSPKyZFsXam4,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,4,0.41,2,1538971537418
EXXsz8qykvdq574NG,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,5,0.43,2,1538971537418
cARTWFbQNZr5rAJxY,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,6,0.65,2,1538971537419
v2zzik6sWeXDYZ3t9,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,7,0.28,2,1538971555200
zFpNN9neHCNQWCGu8,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,8,0.69,2,1538971555201
v23KWTbwLjyDRHrAb,6b2813b43a6bf8e969b3b72c9c239dbe67bc6c94176f736698c6de9fe2bdf5a6,9,0.36,2,1538971555201
